Differential gene expression analysis between FOXP3high vs. FOXP3low samples										
geneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	siggenes3	siggenes1	siggenes2	siggenes4
HOMER3	-0.065554507	3.819374861	-0.449255201	0.655118162	0.788065364	-5.973474853	NA	not_sig	NA	other
FANCC	0.065534553	3.44336988	0.613503145	0.542223423	0.707256921	-5.839736072	NA	not_sig	NA	other
C12orf60	0.065494336	1.592091565	0.657190012	0.513962862	0.685090437	-5.670151278	NA	not_sig	NA	other
GPSM2	-0.065426746	5.295098321	-0.326443602	0.745401601	0.849319827	-6.159882721	NA	not_sig	NA	other
PPP2R2A	0.065375583	5.861986438	0.703870607	0.484659642	0.662446832	-6.001158421	NA	not_sig	NA	other
IQCC	-0.065368288	1.711316989	-0.699989728	0.487059807	0.664166975	-5.647006232	NA	not_sig	NA	other
PCED1A	0.065353943	3.538302801	0.417512672	0.678025731	0.804292308	-5.949135341	NA	not_sig	NA	other
INTS4P1	0.065340377	0.352330783	0.544678182	0.588307839	0.741883044	-5.710997265	NA	not_sig	NA	other
HEATR5B	0.065330975	5.677606426	0.710449519	0.480605963	0.659256419	-5.988037992	NA	not_sig	NA	other
BRD1	0.065287014	5.506066704	0.719232689	0.475223859	0.655250289	-5.974628954	NA	not_sig	NA	other
ARPC4	0.065280633	7.010834638	0.934573835	0.354336226	0.550136706	-5.824792288	NA	not_sig	NA	other
RCL1	-0.065270128	3.995809892	-0.947201174	0.347925986	0.543932127	-5.662713889	NA	not_sig	NA	other
TRAV26-1	-0.06526778	0.491219616	-0.461307921	0.646505356	0.782155014	-5.751507442	NA	not_sig	NA	other
OTUD4	0.065266373	6.955361594	0.758977669	0.451299415	0.634941052	-5.969524844	NA	not_sig	NA	other
RIC3	0.06524871	1.955816662	0.419124297	0.676855029	0.803545398	-5.801130519	NA	not_sig	NA	other
AARS2	0.065235657	4.312837033	0.791297947	0.432371812	0.620131264	-5.825737138	NA	not_sig	NA	other
RPS26	-0.06523551	7.090926829	-0.360967646	0.719588889	0.832113372	-6.184916042	NA	not_sig	NA	other
PKNOX1	-0.065223059	4.370430543	-0.785700126	0.435615778	0.623113948	-5.836654453	NA	not_sig	NA	other
ANKLE2	-0.0651939	6.678953718	-0.591303228	0.556884117	0.718174599	-6.081695327	NA	not_sig	NA	other
TACR2	0.065184843	0.779596263	0.664144262	0.509538048	0.681599678	-5.649959846	NA	not_sig	NA	other
ATP11B	-0.065181717	7.626382877	-0.807708935	0.422944908	0.612613681	-5.918402973	NA	not_sig	NA	other
KRT40	-0.065162167	-0.685155419	-0.470900444	0.639685187	0.778266744	-5.736886064	NA	not_sig	NA	other
TEX14	-0.065119658	0.864113205	-0.558192438	0.579113261	0.735542134	-5.711903141	NA	not_sig	NA	other
SNUPN	-0.065041699	3.762226641	-0.804886917	0.424557077	0.613929755	-5.753402027	NA	not_sig	NA	other
VPS37B	0.06499772	5.111697706	0.49933758	0.619651895	0.764184239	-6.082083078	NA	not_sig	NA	other
ZNF768	0.064961945	3.476241899	0.705099625	0.483900921	0.661738064	-5.790313323	NA	not_sig	NA	other
PARK7	-0.064954138	6.370274721	-1.076816912	0.286542283	0.481932488	-5.68916682	NA	not_sig	NA	other
GABARAPL1	0.064921699	5.520389273	0.583295137	0.562220995	0.72193715	-6.061829878	NA	not_sig	NA	other
AC244489.1	-0.064920216	2.159966421	-0.437821222	0.663332721	0.794209106	-5.802401192	NA	not_sig	NA	other
KLHL41	-0.064884423	-0.087743863	-0.406954532	0.685714964	0.809629672	-5.766371226	NA	not_sig	NA	other
ARHGDIB	0.064872044	7.810549979	0.600983818	0.550466724	0.71346411	-6.052514067	NA	not_sig	NA	other
ENOX2	-0.064860678	4.278693635	-0.877554792	0.384229886	0.578405134	-5.752828349	NA	not_sig	NA	other
FOXK2	0.064841893	5.214939375	0.633306844	0.529314387	0.696849427	-6.014035567	NA	not_sig	NA	other
RIPK2	0.06480986	5.558295329	0.509898764	0.612284103	0.75892916	-6.107398778	NA	not_sig	NA	other
COX7A1	0.064809181	2.086551022	0.476141348	0.635972115	0.77588969	-5.782038034	NA	not_sig	NA	other
PPM1A	-0.064808162	6.567436724	-1.072398617	0.288502551	0.484088398	-5.694553972	NA	not_sig	NA	other
EID2B	-0.064803206	1.413406265	-0.399919607	0.690857046	0.813589272	-5.79534633	NA	not_sig	NA	other
EXOC3L1	0.064778138	1.525026522	0.453763158	0.651891189	0.785784234	-5.776189425	NA	not_sig	NA	other
AL589666.1	0.064697237	0.607013073	0.476067585	0.636024309	0.77588969	-5.747003338	NA	not_sig	NA	other
TDRKH	0.064672228	3.362661381	0.626370245	0.533817643	0.700353077	-5.828197267	NA	not_sig	NA	other
LIN7A	0.06465739	2.687130048	0.386147688	0.70096586	0.820732965	-5.871120402	NA	not_sig	NA	other
ADNP	-0.064624418	6.606397934	-0.689418729	0.493630924	0.668836899	-6.020660757	NA	not_sig	NA	other
FSD1L	-0.064622423	3.20897036	-0.59549049	0.554103725	0.716315112	-5.827749056	NA	not_sig	NA	other
COL4A3	0.06461252	2.540839888	0.277824925	0.782250577	0.872194878	-5.88179227	NA	not_sig	NA	other
TRIM47	0.064599674	4.014837282	0.502189793	0.617658187	0.763043352	-5.974534233	NA	not_sig	NA	other
RPGRIP1	0.064596923	0.672801907	0.532976809	0.596324657	0.747807538	-5.720998704	NA	not_sig	NA	other
SIAE	-0.064576867	4.424145906	-0.753307768	0.454668941	0.63758644	-5.864321223	NA	not_sig	NA	other
MED20	-0.064552898	3.806359387	-0.547350843	0.586483965	0.740783146	-5.931991665	NA	not_sig	NA	other
HMGXB3	-0.06449612	5.894909062	-0.603634204	0.548716302	0.712092048	-6.064893112	NA	not_sig	NA	other
LIPC	0.064491467	0.760173331	0.433191749	0.666670648	0.796534909	-5.767814709	NA	not_sig	NA	other
PTX3	-0.06447768	1.101478549	-0.239191226	0.81189941	0.890619556	-5.837580114	NA	not_sig	NA	other
SHPK	-0.064464755	4.240934431	-0.596891313	0.553175125	0.715612183	-5.945031661	NA	not_sig	NA	other
SHMT2	-0.064454407	5.545807121	-0.675238397	0.502521836	0.676016921	-6.00520176	NA	not_sig	NA	other
SCAMP5	0.064446171	2.623071899	0.288275195	0.774284308	0.866989392	-5.886729557	NA	not_sig	NA	other
RPIA	0.064424399	3.557979234	0.542381325	0.589877408	0.742823047	-5.894698462	NA	not_sig	NA	other
POU2F1	-0.064384454	5.756700351	-0.56155685	0.576835084	0.733745227	-6.083871772	NA	not_sig	NA	other
RUFY3	0.064370162	5.556943508	0.651879152	0.517355833	0.687812952	-6.02130704	NA	not_sig	NA	other
SPATA2L	0.064333046	2.502597573	0.524202577	0.602369437	0.752357714	-5.794735114	NA	not_sig	NA	other
UBE2J2	0.064331242	4.578086066	0.884882765	0.380301349	0.574641139	-5.779138703	NA	not_sig	NA	other
ZNF30	-0.064326874	1.732973597	-0.346698176	0.730219932	0.839505224	-5.819675747	NA	not_sig	NA	other
LRRC69	0.064272262	1.3428447	0.45024254	0.654410816	0.787435724	-5.773208567	NA	not_sig	NA	other
EFHC2	0.064237425	0.61101267	0.408371339	0.684681169	0.809248216	-5.774034234	NA	not_sig	NA	other
NOM1	-0.06423583	4.391286204	-0.582363464	0.562843543	0.722107857	-5.973056875	NA	not_sig	NA	other
ZC3H11A	-0.064228926	7.817214393	-1.095726804	0.278257229	0.47249926	-5.648260156	NA	not_sig	NA	other
AGFG2	0.064228681	3.759780561	0.508552207	0.613221281	0.75948611	-5.936761253	NA	not_sig	NA	other
TP53I3	-0.064228179	3.652380533	-0.462288499	0.64580676	0.782118688	-5.948940117	NA	not_sig	NA	other
WDR46	-0.064213717	4.993308843	-0.834462069	0.407845416	0.599618196	-5.855748039	NA	not_sig	NA	other
NDUFAF3	-0.064212737	3.937640648	-0.794968368	0.430252621	0.618523961	-5.782025038	NA	not_sig	NA	other
PRKAR1B	0.064198454	2.824069556	0.519175444	0.605845504	0.754937369	-5.824334851	NA	not_sig	NA	other
ZFP3	-0.06415423	3.297011196	-0.6145603	0.541530254	0.706460395	-5.820206284	NA	not_sig	NA	other
AC093752.1	-0.064148642	3.150813038	-0.517643494	0.606906623	0.75575734	-5.852084625	NA	not_sig	NA	other
TBP	0.064131445	3.267887217	0.792721505	0.431549155	0.619321369	-5.701059854	NA	not_sig	NA	other
TSNARE1	0.064111796	2.848099183	0.675756332	0.50219557	0.676002133	-5.733516711	NA	not_sig	NA	other
S100A14	-0.064081024	7.252378935	-0.242895933	0.809043469	0.889329829	-6.216668742	NA	not_sig	NA	other
AC013394.1	-0.064063805	4.262109572	-0.67416009	0.503201471	0.676452249	-5.902441435	NA	not_sig	NA	other
PAQR4	-0.064057157	3.333582208	-0.54546955	0.587767513	0.741658109	-5.867296429	NA	not_sig	NA	other
TMEM209	-0.064050237	4.983379555	-0.829175743	0.410802541	0.601800692	-5.858079926	NA	not_sig	NA	other
SLC25A1	-0.064046984	4.650661765	-0.778199319	0.439985106	0.62664961	-5.869865246	NA	not_sig	NA	other
LY75-CD302	0.064045094	5.736339208	0.466495181	0.642813432	0.780743716	-6.132062786	NA	not_sig	NA	other
PIGO	0.064024817	4.221503628	0.803677242	0.425249273	0.614382793	-5.806324686	NA	not_sig	NA	other
AC068896.3	0.064023872	1.084029706	0.452857926	0.652538654	0.786234931	-5.76559164	NA	not_sig	NA	other
EPS8L1	-0.063988568	4.662106503	-0.305968539	0.760852639	0.858453119	-6.118198737	NA	not_sig	NA	other
EIF4B	-0.063975254	9.00098851	-0.74996567	0.456661907	0.639177373	-5.901889832	NA	not_sig	NA	other
DCX	0.063972038	-0.192789756	0.671010559	0.505189414	0.677900698	-5.633635937	NA	not_sig	NA	other
ANTXR2	-0.063968939	6.831755138	-0.733195612	0.466738217	0.648008018	-5.98927105	NA	not_sig	NA	other
ZFYVE16	-0.063955381	7.291467956	-0.640916002	0.52439747	0.69313883	-6.043790293	NA	not_sig	NA	other
SHLD1	-0.063937413	1.839460885	-0.604065314	0.548431847	0.711776839	-5.708870027	NA	not_sig	NA	other
MTTP	0.063916992	0.120480575	0.436504541	0.664281373	0.794844782	-5.75682795	NA	not_sig	NA	other
AZI2	-0.06387704	5.90646053	-1.045386841	0.300689011	0.496836863	-5.712745132	NA	not_sig	NA	other
PSTPIP1	0.063873537	4.97705509	0.378726089	0.706436256	0.823927051	-6.123164556	NA	not_sig	NA	other
WDR20	-0.06380611	4.39513775	-0.887179795	0.379075154	0.573367074	-5.754869453	NA	not_sig	NA	other
CCDC34	0.063802856	1.686274621	0.562390794	0.576271062	0.73336334	-5.726839674	NA	not_sig	NA	other
TRABD2A	0.063788726	2.87761153	0.515037896	0.608713371	0.756772943	-5.825223314	NA	not_sig	NA	other
SPTBN1	0.063754103	8.545431992	0.719902418	0.474814867	0.655110519	-5.944713202	NA	not_sig	NA	other
FNBP4	0.063751231	5.671800919	0.52391421	0.602568581	0.752359464	-6.100498349	NA	not_sig	NA	other
CHKA	0.06374848	3.429479217	0.454686522	0.651231033	0.785375454	-5.9233414	NA	not_sig	NA	other
CASP6	-0.063746353	3.322849715	-0.774396545	0.442210128	0.628164453	-5.719786034	NA	not_sig	NA	other
MTR	-0.06365233	6.502438599	-0.799633653	0.427568	0.616338552	-5.940760884	NA	not_sig	NA	other
ZKSCAN4	-0.063631609	3.376326848	-0.56298329	0.5758705	0.733109045	-5.863380679	NA	not_sig	NA	other
CNTLN	0.063621661	4.730279284	0.676519757	0.501714871	0.6756206	-5.9490552	NA	not_sig	NA	other
CAPN14	0.063613111	0.042591632	0.761518447	0.449794204	0.63415302	-5.575734752	NA	not_sig	NA	other
C12orf66	0.063596323	3.249355682	0.760334699	0.450495117	0.634483064	-5.721065784	NA	not_sig	NA	other
KRIT1	-0.063568451	5.155468008	-0.593085852	0.555699578	0.71734926	-6.032930618	NA	not_sig	NA	other
OTOAP1	-0.063557156	0.205189218	-0.400582974	0.690371535	0.813405445	-5.771903516	NA	not_sig	NA	other
JOSD2	0.063555698	2.631884988	0.500000454	0.619188286	0.763764863	-5.814995867	NA	not_sig	NA	other
EFNB1	0.063529099	4.763512019	0.40776509	0.685123453	0.809401365	-6.093394104	NA	not_sig	NA	other
PGAP3	0.063525848	3.635782111	0.606958008	0.546525131	0.710540759	-5.867027313	NA	not_sig	NA	other
NECTIN3	-0.063505287	3.646754163	-0.501011513	0.618481459	0.763461039	-5.932242979	NA	not_sig	NA	other
GBAP1	-0.063490158	1.693481918	-0.307018525	0.760057837	0.857952043	-5.83289503	NA	not_sig	NA	other
KDM1A	-0.063464989	6.035420075	-1.238548721	0.2210857	0.409394891	-5.504879318	NA	not_sig	NA	other
AC015911.4	-0.063422063	0.339559552	-0.438144174	0.663100122	0.794156182	-5.759324581	NA	not_sig	NA	other
VPS4B	-0.06340107	6.910073098	-0.901364886	0.371558479	0.56675327	-5.855540861	NA	not_sig	NA	other
ZNF688	-0.063397809	3.018180036	-0.594541317	0.554733374	0.716750342	-5.805178604	NA	not_sig	NA	other
LARP6	-0.063389731	2.532857623	-0.430363135	0.668713479	0.797528959	-5.834492815	NA	not_sig	NA	other
BTF3L4P2	0.063387807	2.271969375	0.590601521	0.557350742	0.718668132	-5.736830998	NA	not_sig	NA	other
FUZ	0.063358066	1.970750678	0.645878804	0.52120361	0.690788833	-5.688478087	NA	not_sig	NA	other
ZNF56	-0.063356885	0.432140923	-0.527288815	0.600240015	0.75079324	-5.720125333	NA	not_sig	NA	other
POC1B	0.063336356	4.836637938	0.663331333	0.510054233	0.681810845	-5.966752496	NA	not_sig	NA	other
TMEM167B	-0.063327762	6.16061018	-0.887597243	0.378852582	0.573182302	-5.865963756	NA	not_sig	NA	other
SFPQ	-0.063309301	7.64266641	-0.803677205	0.425249294	0.614382793	-5.921295551	NA	not_sig	NA	other
SFMBT2	-0.063306563	6.399391876	-0.516021727	0.608030883	0.756559535	-6.121739033	NA	not_sig	NA	other
SMIM12	-0.063260027	5.524360772	-1.118322531	0.268579187	0.463230796	-5.622902037	NA	not_sig	NA	other
SERPINB10	0.063236226	0.455823354	0.344006784	0.732231142	0.840389941	-5.795681138	NA	not_sig	NA	other
ISM1	0.063210516	0.722024861	0.288420614	0.774173625	0.866989392	-5.814700478	NA	not_sig	NA	other
ZNF736	-0.063158024	5.0719764	-0.576392502	0.566841471	0.725606233	-6.035574478	NA	not_sig	NA	other
IL16	-0.063157365	6.160316799	-0.555054448	0.581242029	0.736879609	-6.098099381	NA	not_sig	NA	other
RFPL4A	-0.063143784	-0.077870514	-0.267988512	0.789770454	0.877494259	-5.810983373	NA	not_sig	NA	other
DBT	-0.063117592	4.764319431	-0.644407764	0.522149237	0.691394548	-5.969445484	NA	not_sig	NA	other
LAIR1	-0.063094202	6.713951328	-0.328774064	0.743649498	0.848214236	-6.199588231	NA	not_sig	NA	other
PPP4R1	-0.063078102	7.270089193	-0.625720335	0.534240585	0.700437263	-6.053341002	NA	not_sig	NA	other
EYA4	0.063074261	-0.143520555	0.461520036	0.646354211	0.782118688	-5.744778307	NA	not_sig	NA	other
C11orf24	-0.063058639	4.184899824	-0.642015282	0.523689129	0.692655449	-5.914166722	NA	not_sig	NA	other
BEND6	-0.063049882	2.232967587	-0.359826353	0.720437157	0.832545132	-5.833870941	NA	not_sig	NA	other
MYO1E	0.0630389	6.785212559	0.71960702	0.474995237	0.655161525	-5.999304131	NA	not_sig	NA	other
S100A3	-0.063035156	1.484486965	-0.365456941	0.716255666	0.830144883	-5.807838139	NA	not_sig	NA	other
CAP2	0.063002258	0.945215322	0.409569021	0.683807735	0.808715985	-5.781006257	NA	not_sig	NA	other
AC012254.2	-0.062998459	1.14111325	-0.437455435	0.66359621	0.794358455	-5.77299898	NA	not_sig	NA	other
ICAM4	0.062970426	0.957224381	0.427812325	0.670557847	0.799116432	-5.774721816	NA	not_sig	NA	other
TTC26	-0.062967241	2.870707835	-0.544687022	0.588301801	0.741883044	-5.814724209	NA	not_sig	NA	other
ZNF683	0.062946192	1.60650991	0.341704179	0.733953326	0.841745962	-5.819366152	NA	not_sig	NA	other
ANKRD49P1	-0.062928098	0.343137982	-0.581288706	0.563562125	0.722671015	-5.691492762	NA	not_sig	NA	other
POLR1A	0.062894681	5.752567379	0.633168318	0.529404123	0.696852084	-6.042830658	NA	not_sig	NA	other
NOL8	-0.06289051	5.469923796	-0.707895377	0.482177468	0.660422421	-5.97954576	NA	not_sig	NA	other
AP002414.2	0.062886458	0.036675823	0.362319827	0.718584337	0.831470052	-5.783500581	NA	not_sig	NA	other
MRPL53	0.062821671	2.828974921	0.457199835	0.649435576	0.784148927	-5.848889068	NA	not_sig	NA	other
POLB	-0.062817058	4.415963259	-0.523132543	0.603108549	0.752731864	-6.008916989	NA	not_sig	NA	other
DDX12P	-0.062815844	1.408484608	-0.310028462	0.757780869	0.856680577	-5.822626933	NA	not_sig	NA	other
FAM86DP	-0.062813789	1.908997008	-0.50411343	0.616315191	0.762050371	-5.762505971	NA	not_sig	NA	other
NAGLU	0.062795195	4.567628169	0.500063079	0.619144495	0.763764863	-6.033602381	NA	not_sig	NA	other
NCSTN	0.062791251	6.132401002	0.58480698	0.561211504	0.721191306	-6.081949185	NA	not_sig	NA	other
CARS2	-0.062787177	4.760157044	-0.658673025	0.513017535	0.684276446	-5.961098569	NA	not_sig	NA	other
YIF1B	-0.062786848	4.304952142	-0.86338295	0.391899611	0.585167045	-5.768432247	NA	not_sig	NA	other
ATP6V1A	-0.062756198	8.268488542	-0.810716708	0.421230688	0.610860948	-5.889543187	NA	not_sig	NA	other
CD84	-0.062742157	7.083252149	-0.354917592	0.724089631	0.835037043	-6.187351052	NA	not_sig	NA	other
PELI1	0.062726404	6.352900749	0.455621077	0.650563163	0.784798446	-6.150714597	NA	not_sig	NA	other
POLL	0.06272	3.466236535	0.669296035	0.506273386	0.678929658	-5.809415208	NA	not_sig	NA	other
ENPP3	0.062656914	0.55629285	0.450804361	0.65400846	0.787190785	-5.758124396	NA	not_sig	NA	other
AL132780.3	0.062649494	1.362602627	0.251432118	0.802472983	0.885175513	-5.838860862	NA	not_sig	NA	other
ZC3H10	-0.062631876	3.643389743	-0.464155689	0.6444774	0.781648624	-5.946225414	NA	not_sig	NA	other
UBE2L6	-0.062620038	7.335641659	-0.44412506	0.658798595	0.790659888	-6.145542375	NA	not_sig	NA	other
REST	0.06251354	7.027190845	0.916604872	0.363589609	0.559582282	-5.841160318	NA	not_sig	NA	other
NME8	0.062506096	0.830338209	0.336235074	0.738049335	0.844351317	-5.80472419	NA	not_sig	NA	other
PIK3R6	0.062504983	2.012955693	0.353157029	0.725401199	0.835856246	-5.829353624	NA	not_sig	NA	other
ATG10	0.062488623	2.945043936	0.757743365	0.4520317	0.635590231	-5.688902446	NA	not_sig	NA	other
NR3C1	-0.062448618	7.59131877	-0.947986732	0.347529722	0.543649013	-5.799895156	NA	not_sig	NA	other
AC092070.2	0.062448574	3.407598966	0.3855921	0.701374831	0.820879771	-5.953412564	NA	not_sig	NA	other
SGSM1	-0.062442817	1.278498316	-0.248067579	0.805061054	0.886659628	-5.83780997	NA	not_sig	NA	other
QSOX2	-0.062434722	3.845637619	-0.589389261	0.55815734	0.719220802	-5.90492545	NA	not_sig	NA	other
GIPR	0.062424908	1.624343032	0.388559199	0.699191768	0.819649871	-5.803591193	NA	not_sig	NA	other
YARS1	0.062423198	6.451650567	0.796514528	0.429361775	0.617811557	-5.943043815	NA	not_sig	NA	other
PJA2	-0.062414179	7.907890074	-1.186659038	0.240765994	0.433157598	-5.545044786	NA	not_sig	NA	other
PTPRO	-0.062405423	4.066107123	-0.299081797	0.766072061	0.861637246	-6.064984071	NA	not_sig	NA	other
DNM2	-0.062397603	7.294184624	-0.677075473	0.501365116	0.675314217	-6.021252206	NA	not_sig	NA	other
CCL3L3	-0.06235052	2.968370307	-0.139898484	0.889281733	0.938552304	-5.980752557	NA	not_sig	NA	other
KRT72	-0.062343459	-0.54077395	-0.536237051	0.594085864	0.745839216	-5.70682895	NA	not_sig	NA	other
DHRSX	-0.062292924	3.913327818	-0.785283512	0.435857784	0.623199845	-5.785501237	NA	not_sig	NA	other
RHOA	0.062285958	9.018996942	1.185522786	0.241210724	0.43330889	-5.493764467	NA	not_sig	NA	other
RAB20	-0.062285944	5.275441968	-0.327922652	0.744289454	0.848655496	-6.164725769	NA	not_sig	NA	other
ZBTB3	-0.062285499	3.042287319	-0.458770527	0.648314568	0.783440009	-5.873250477	NA	not_sig	NA	other
PC	-0.062281278	3.397627941	-0.419569943	0.676531449	0.803439741	-5.927961501	NA	not_sig	NA	other
SEC31A	-0.062266619	7.471041613	-1.031892272	0.306907561	0.503244938	-5.72353123	NA	not_sig	NA	other
FAM104B	-0.062243665	2.262240205	-0.608768838	0.545333247	0.70958376	-5.721883997	NA	not_sig	NA	other
MANBA	0.062216831	5.898070849	0.488031395	0.627583205	0.770358255	-6.127649613	NA	not_sig	NA	other
SLC35E3	-0.062188303	5.057891063	-0.799494503	0.427647928	0.616401882	-5.887618313	NA	not_sig	NA	other
PORCN	-0.06217095	2.382905693	-0.514504764	0.609083355	0.757019224	-5.783806693	NA	not_sig	NA	other
AP3M1	-0.06216818	5.666518607	-1.009083375	0.317616385	0.513808861	-5.740272935	NA	not_sig	NA	other
USP7	-0.062167375	7.190998985	-0.825470943	0.412882763	0.603532242	-5.915682426	NA	not_sig	NA	other
DPPA4	0.062152498	1.505231954	0.343135851	0.732882375	0.840799268	-5.817402442	NA	not_sig	NA	other
GPR183	-0.062147418	5.593752561	-0.418814548	0.677079972	0.803589612	-6.147595048	NA	not_sig	NA	other
NLK	0.062141564	4.253919788	0.825265992	0.412998029	0.603617927	-5.791931395	NA	not_sig	NA	other
IL24	-0.062132599	4.337705747	-0.148834979	0.882260685	0.934556438	-6.137572976	NA	not_sig	NA	other
ZNF638	-0.062123711	7.143971387	-0.751681314	0.4556382	0.638370628	-5.973016271	NA	not_sig	NA	other
HVCN1	0.062114187	4.728490075	0.369118153	0.713541391	0.828713135	-6.105108552	NA	not_sig	NA	other
LCTL	0.062106675	0.789375453	0.383474764	0.702934229	0.821740363	-5.787938862	NA	not_sig	NA	other
FUT4	0.062103885	4.452304251	0.533522412	0.595949718	0.747392085	-6.009869833	NA	not_sig	NA	other
LRP5L	0.062099641	2.099760433	0.367201517	0.714961845	0.829506641	-5.826251838	NA	not_sig	NA	other
FAR2P2	-0.062097994	0.737771142	-0.285659592	0.776275932	0.868360137	-5.81569057	NA	not_sig	NA	other
ZNF691	0.062092345	2.331325063	0.493043054	0.624061976	0.767644249	-5.790615036	NA	not_sig	NA	other
DNAJC6	0.062036314	1.754122067	0.373929637	0.709980022	0.826154475	-5.81298487	NA	not_sig	NA	other
RFPL4AL1	-0.062035329	-0.121730751	-0.27021927	0.788063257	0.876507325	-5.81017259	NA	not_sig	NA	other
CCDC154	0.062011494	0.564647504	0.343642087	0.732503818	0.840467597	-5.796411015	NA	not_sig	NA	other
RAB34	0.061998493	5.228063351	0.641915774	0.523753228	0.692655449	-6.010248745	NA	not_sig	NA	other
ABCG1	0.061967615	6.209563456	0.63304294	0.529485349	0.696905434	-6.055074081	NA	not_sig	NA	other
PHLDB2	-0.061961814	5.730206597	-0.38760868	0.699890842	0.820091048	-6.164064748	NA	not_sig	NA	other
VWA5A	-0.061933956	5.365447097	-0.645099626	0.521704375	0.691001443	-6.014286559	NA	not_sig	NA	other
TMX2P1	0.061842944	1.639484679	0.663401501	0.510009668	0.681808877	-5.668967866	NA	not_sig	NA	other
ZNF280C	0.061818102	2.995877701	0.716551598	0.476863146	0.656084307	-5.722074438	NA	not_sig	NA	other
TRNT1	-0.06176179	4.404260855	-0.579048366	0.565061477	0.724139624	-5.972577537	NA	not_sig	NA	other
CALML5	-0.061741103	7.272054871	-0.141336151	0.888151597	0.938053293	-6.236510543	NA	not_sig	NA	other
MTFR2	-0.061728324	1.765600685	-0.506852062	0.614405481	0.760393707	-5.756940395	NA	not_sig	NA	other
SPAG9	-0.061683373	7.450906805	-0.962769748	0.340127754	0.536244502	-5.790668886	NA	not_sig	NA	other
TRIM61	-0.061681286	1.962060954	-0.51207574	0.61077035	0.758205309	-5.759670548	NA	not_sig	NA	other
SMIM34B	0.061666856	0.895604262	0.214250737	0.831191128	0.903812818	-5.835246079	NA	not_sig	NA	other
SLC12A3	0.061656658	1.574974762	0.263176803	0.793456377	0.879478346	-5.842497072	NA	not_sig	NA	other
CALU	-0.061655782	8.188650387	-0.629869393	0.5315435	0.698743007	-6.019889184	NA	not_sig	NA	other
ELF1	-0.061610714	7.279007766	-0.945057919	0.349008627	0.545127028	-5.81071435	NA	not_sig	NA	other
CNTN1	-0.061530522	3.816220475	-0.185904071	0.853244715	0.917366634	-6.042349683	NA	not_sig	NA	other
ADCY3	0.061498811	6.04758463	0.745438807	0.459369416	0.641463921	-5.976210351	NA	not_sig	NA	other
SLC1A7	0.061482677	-0.112596749	0.454019049	0.651708213	0.78567428	-5.747463922	NA	not_sig	NA	other
ZCWPW2	0.061455334	0.958550252	0.582383055	0.562830448	0.722107857	-5.701324517	NA	not_sig	NA	other
DNAH3	0.061440071	1.089571321	0.410234986	0.683322254	0.808420975	-5.782766519	NA	not_sig	NA	other
SIRPG	0.061416141	2.656716409	0.297642128	0.767164569	0.862258022	-5.893381094	NA	not_sig	NA	other
METTL21A	-0.06136374	4.67996611	-0.647445332	0.520197599	0.690404245	-5.96299063	NA	not_sig	NA	other
PTGFR	-0.061339912	4.896856227	-0.194668473	0.84641256	0.913226734	-6.159936292	NA	not_sig	NA	other
RPP14	-0.061327484	4.861572386	-0.822237806	0.414703388	0.604809151	-5.854436397	NA	not_sig	NA	other
TNFRSF13C	0.061266235	2.320590373	0.291292017	0.771989076	0.866098045	-5.859780699	NA	not_sig	NA	other
CLEC3B	-0.061255969	1.282583142	-0.251846677	0.80215425	0.884994944	-5.836036492	NA	not_sig	NA	other
ETV5	-0.06123315	4.646918246	-0.562746393	0.576030639	0.733149364	-6.013983252	NA	not_sig	NA	other
GHRL	0.061218485	1.263421047	0.396790961	0.693148629	0.815146977	-5.790588112	NA	not_sig	NA	other
PVR	0.061215123	4.85436324	0.412147316	0.681928939	0.807390749	-6.103245115	NA	not_sig	NA	other
TMED8	-0.061202096	5.718979057	-0.767032331	0.446537755	0.631665359	-5.949716876	NA	not_sig	NA	other
ACSS1	-0.061196016	4.514834609	-0.366775592	0.715277644	0.829605801	-6.077458777	NA	not_sig	NA	other
DEFB4A	0.061174541	3.743168025	0.119912775	0.905015256	0.947681684	-6.059698896	NA	not_sig	NA	other
BX322639.1	-0.06117382	1.564029423	-0.324023626	0.747222438	0.850695047	-5.82227569	NA	not_sig	NA	other
HPS4	-0.061146925	5.085268952	-0.823021519	0.41426162	0.604455241	-5.870892707	NA	not_sig	NA	other
KPNA6	-0.061143506	6.684085702	-0.805066314	0.42445448	0.613917481	-5.936653263	NA	not_sig	NA	other
RMDN2	-0.061104415	2.478760907	-0.399672799	0.691037716	0.813604422	-5.835563547	NA	not_sig	NA	other
SLC25A44	0.061092696	4.862667671	0.476550454	0.635682666	0.77584661	-6.074990148	NA	not_sig	NA	other
HECA	0.06107446	7.250116116	0.910174111	0.366938696	0.562803247	-5.843183793	NA	not_sig	NA	other
IL15RA	-0.061074239	4.982992396	-0.551669302	0.583542681	0.738484216	-6.048606815	NA	not_sig	NA	other
INO80B-WBP1	-0.061063927	-0.254951098	-0.262062705	0.794310493	0.87991249	-5.810754961	NA	not_sig	NA	other
B4GALNT3	0.061047004	3.825182452	0.28445773	0.777191587	0.868987068	-6.034382259	NA	not_sig	NA	other
NCLN	0.061015286	5.134486877	0.601696335	0.549995871	0.713104125	-6.028455659	NA	not_sig	NA	other
